,ID,净利润
0,5978045,0.20997785939999816
1,5978049,0.15539502887308865
2,5978057,0.268911013022509
3,5978060,0.3888881015950577
4,5978072,0.07114353123174585
5,5978080,0.08934024786272517
6,5978093,0.049555108932146395
7,5978098,0.1700765202809358
8,5978101,0.13706247974916597
9,5978107,0.33740265942525094
10,5978114,0.3187283595581752
11,5978116,0.29686895633344484
12,5978121,0.33301808686237294
13,5978124,0.15001577268727262
14,5978136,0.2024595227696482
15,5978143,0.35872502628539543
16,5978148,0.17242946795719616
17,5978150,0.14750979499134628
18,5978151,0.1888709573266035
19,5978152,0.160668788709039
20,5978153,0.39947425178299156
21,5978159,0.12280454807935531
22,5978160,0.30515001197867153
23,5978165,0.14182143123862692
24,5978171,0.39263957229680596
25,5978179,0.3230999426436704
26,5978183,0.21353418610471878
27,5978189,0.21607583681645692
28,5978197,0.39202998153872604
29,5978200,0.1516974115789233
30,5978207,0.25711717908641113
31,5978209,0.18221712528663414
32,5978210,0.2657154098772992
33,5978214,0.4269326333182839
34,5978220,0.18209858804525203
35,5978231,0.4765414255453917
36,5978233,0.36421113145796236
37,5978238,0.12637337927748832
38,5978241,0.1077346498581828
39,5978250,0.24125502034333945
40,5978260,0.13825847090201587
41,5978261,0.21851201732838976
42,5978263,0.4174173169022342
43,5978264,0.2199193708097773
44,5978266,0.2554290382984008
45,5978268,0.21494141607565226
46,5978278,0.41002544003703967
47,5978282,0.28536766173677647
48,5978283,0.4060920274291909
49,5978293,0.22857093985954632
50,5978297,0.4141187381986355
51,5978302,0.4199446950720563
52,5978311,0.15172618502888716
53,5978328,0.12346890765038462
54,5978344,0.3945293940741201
55,5978369,0.21744017681002425
56,5978370,0.29416151418413183
57,5978378,0.12461952105965618
58,5978381,0.3184046440054598
59,5978384,0.3348861703108004
60,5978396,0.06373896421747546
61,5978398,0.205703378639826
62,5978399,0.2644729401608896
63,5978412,0.21640424604914807
64,5978416,0.3854032621777543
65,5978422,0.4359671708307172
66,5978427,0.2473243714243936
67,5978433,0.45268943162775005
68,5978434,0.11430615165928634
69,5978442,0.3066130559332057
70,5978452,0.2760298911904077
71,5978456,0.19962129137827972
72,5978460,0.32918661686269934
73,5978461,0.06035142879802946
74,5978463,0.16943773120407707
75,5978481,0.6548653882561871
76,5978484,0.16999749084763227
77,5978485,0.468563704242131
78,5978492,0.2174268103064307
79,5978493,0.12781889747977354
80,5978498,0.2990798916056486
81,5978500,0.24361145834508208
82,5978502,0.22979557570546863
83,5978508,0.09701264378104323
84,5978513,0.25102971689324877
85,5978516,0.2587410993279201
86,5978521,0.2992346174437745
87,5978562,0.2651167867881545
88,5978576,0.39131465701065676
89,5978580,0.2539120262451809
90,5978583,0.29581017893357076
91,5978587,0.07792519050741138
92,5978593,0.14203133293983614
93,5978598,0.31180058193010896
94,5978599,0.36946317279305263
95,5978615,0.4927088274950607
96,5978616,0.23322435140798983
97,5978619,0.20885970311983332
98,5978620,0.15747827690139968
99,5978621,0.2247487921128925
100,5978623,0.27520551245060537
101,5978624,0.2462716941771319
102,5978629,0.16987712032226984
103,5978645,0.2921772483143347
104,5978654,0.1568623145958198
105,5978655,0.24581890852394303
106,5978669,0.2848541564185938
107,5978673,0.3433649293845867
108,5978684,0.2580953843645712
109,5978685,0.4655286961443386
110,5978691,0.5057114300766109
111,5978692,0.4069602016410825
112,5978697,0.46973640407657796
113,5978707,0.094004327177589
114,5978715,0.3692617449694046
115,5978726,0.22329587257599104
116,5978733,0.47768062685617824
117,5978740,0.34948288248307807
118,5978747,0.3026722220442325
119,5978748,0.4232350781434954
120,5978749,0.5393580866005485
121,5978750,0.2563697786902424
122,5978752,0.05556343513273688
123,5978762,0.4485605001860361
124,5978766,0.1471670396932364
125,5978772,0.36502522453436537
126,5978773,0.42274669812137294
127,5978776,0.16309883922744747
128,5978777,0.24514653023462354
129,5978779,0.156913094116416
130,5978782,0.3904941829707593
131,5978783,0.20555491822773725
132,5978784,0.2302205991875099
133,5978789,0.32338628595341234
134,5978792,0.25887513835272324
135,5978795,0.390519677049905
136,5978799,0.24288515295289034
137,5978800,0.23526994114429783
138,5978803,0.36279279410962595
139,5978807,0.17697716487033452
140,5978821,0.17879087493984666
141,5978826,0.18570712312232485
142,5978833,0.5219564816361518
143,5978837,0.20266443386911404
144,5978841,0.062077507010481245
145,5978847,0.4633470694116355
146,5978849,0.14922148891009052
147,5978855,0.4409432157838303
148,5978859,0.24214423194408968
149,5978865,0.15024373828113888
150,5978868,0.22965304956785187
151,5978870,0.14346562059371998
152,5978884,0.14484005818726545
153,5978886,0.4094250013945074
154,5978894,0.39663567055923404
155,5978913,0.3135633182210297
156,5978921,0.37775589987274194
157,5978928,0.2644487403459436
158,5978929,0.09074286043953997
159,5978932,0.02969893393006702
160,5978957,0.18965710192706312
161,5978969,0.342917288183671
162,5978976,0.427779587111211
163,5978987,0.1935884333611138
164,5978997,0.1414843961223608
165,5979000,0.22218827281694314
166,5979007,0.16225636270297075
167,5979012,0.4204297973943412
168,5979014,0.13992739003789256
169,5979017,0.28186831819602637
170,5979018,0.3793516977300142
171,5979021,0.1869214704591893
172,5979022,0.3254773480086605
173,5979031,0.3685033651303639
174,5979033,0.3216035319200614
175,5979039,0.22870627638661473
